Start: 2015-06-22_00-09-07 
  Size       AUC
1 2249 0.7769412
elapsed 
 20.852 
': False, 'model_file': '/Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_2_tr.csv.pkl', 'bootstrap_seed': None, 'test_data_file': '/Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_2_test.csv', 'train_filter': {}, 'test_metric': 'auc', 'test_pred_file': '/Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_2_test_pred.csv', 'model_type': 'GradientBoostingClassifier', 'load_model': False, 'test_data_file2': None, 'load_type': 'fit_more', 'test_pred_file2': None, 'skip_mapping': True, 'fit_args': {'loss': 'deviance', 'verbose': 50, 'learning_rate': 0.0035, 'n_estimators': 1000, 'subsample': 1, 'random_state': 788942, 'max_features': 8, 'max_depth': 7}, 'metric_type': 'auto', 'weight_col': None, 'train_data_file': '/Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_2_tr.csv', 'na_fill_value': -20000}
Loading /Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_2_tr.csv raw file
Saving /Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_2_tr.csv.bin.pkl cache file
Train has 7981 instances (was 7981 before filtering)
      Iter       Train Loss   Remaining Time 
        59           0.4379           16.32s
        60           0.4372           16.30s
        61           0.4365           16.27s
        62           0.4358           16.22s
        63           0.4352           16.20s
        64           0.4346           16.16s
        65           0.4340           16.12s
        66           0.4333           16.07s
        67           0.4327           16.03s
        68           0.4320           16.01s
        69           0.4313           15.99s
        70           0.4306           15.96s
        71           0.4301           15.93s
        72           0.4294           15.91s
        73           0.4288           15.89s
        74           0.4282           15.88s
        75           0.4276           15.85s
        76           0.4270           15.85s
        77           0.4263           15.82s
        78           0.4257           15.82s
        79           0.4251           15.79s
        80           0.4245           15.79s
        81           0.4240           15.76s
        82           0.4234           15.73s
        83           0.4228           15.70s
        84           0.4222           15.70s
        85           0.4216           15.66s
        86           0.4211           15.64s
        87           0.4206           15.63s
        88           0.4200           15.62s
        89           0.4195           15.59s
        90           0.4189           15.56s
        91           0.4184           15.53s
        92           0.4178           15.52s
        93           0.4173           15.51s
        94           0.4167           15.47s
        95           0.4162           15.45s
        96           0.4157           15.44s
        97           0.4151           15.43s
        98           0.4146           15.43s
        99           0.4141           15.41s
       100           0.4136           15.40s
       101           0.4131           15.38s
       102           0.4126           15.35s
       103           0.4121           15.33s
       104           0.4116           15.30s
       105           0.4111           15.28s
       106           0.4107           15.24s
       107           0.4102           15.22s
       108           0.4097           15.20s
       109           0.4092           15.18s
       110           0.4087           15.16s
       111           0.4083           15.14s
       112           0.4078           15.12s
       113           0.4073           15.10s
       114           0.4069           15.07s
       115           0.4065           15.04s
       116           0.4061           15.02s
       117           0.4056           15.00s
       118           0.4051           14.99s
       119           0.4047           15.02s
       120           0.4042           15.07s
       121           0.4037           15.10s
       122           0.4033           15.09s
       123           0.4028           15.15s
       124           0.4024           15.15s
       125           0.4019           15.16s
       126           0.4015           15.15s
       127           0.4011           15.19s
       128           0.4006           15.19s
       129           0.4002           15.19s
       130           0.3997           15.21s
       131           0.3993           15.21s
       132           0.3988           15.21s
       133           0.3984           15.20s
       134           0.3980           15.20s
       135           0.3976           15.18s
       136           0.3971           15.16s
       137           0.3967           15.15s
       138           0.3962           15.12s
       139           0.3957           15.12s
       140           0.3953           15.12s
       141           0.3949           15.10s
       142           0.3945           15.10s
       143           0.3941           15.08s
       144           0.3937           15.04s
       145           0.3933           15.03s
       146           0.3929           15.02s
       147           0.3925           15.01s
       148           0.3921           14.98s
       149           0.3918           14.96s
       150           0.3914           14.94s
       151           0.3910           14.91s
       152           0.3906           14.90s
       153           0.3902           14.88s
       154           0.3898           14.85s
       155           0.3894           14.82s
       156           0.3890           14.82s
       157           0.3886           14.80s
       158           0.3882           14.78s
       159           0.3879           14.76s
       160           0.3875           14.75s
       161           0.3871           14.74s
       162           0.3868           14.71s
       163           0.3864           14.70s
       164           0.3861           14.67s
       165           0.3857           14.65s
       166           0.3853           14.64s
       167           0.3849           14.62s
       168           0.3846           14.63s
       169           0.3842           14.65s
       170           0.3838           14.66s
       171           0.3834           14.65s
       172           0.3830           14.65s
       173           0.3826           14.65s
       174           0.3822           14.66s
       175           0.3818           14.64s
       176           0.3815           14.62s
       177           0.3811           14.63s
       178           0.3807           14.61s
       179           0.3804           14.59s
       180           0.3801           14.57s
       181           0.3797           14.57s
       182           0.3793           14.55s
       183           0.3790           14.53s
       184           0.3787           14.52s
       185           0.3783           14.52s
       186           0.3780           14.50s
       187           0.3777           14.48s
       188           0.3773           14.47s
       189           0.3770           14.46s
       190           0.3767           14.44s
       191           0.3764           14.42s
       192           0.3760           14.41s
       193           0.3757           14.39s
       194           0.3754           14.38s
       195           0.3750           14.37s
       196           0.3747           14.35s
       197           0.3744           14.33s
       198           0.3741           14.30s
       199           0.3738           14.29s
       200           0.3734           14.28s
       201           0.3731           14.28s
       202           0.3728           14.26s
       203           0.3725           14.23s
       204           0.3722           14.22s
       205           0.3719           14.21s
       206           0.3715           14.19s
       207           0.3712           14.18s
       208           0.3708           14.16s
       209           0.3705           14.14s
       210           0.3702           14.13s
       211           0.3699           14.12s
       212           0.3696           14.11s
       213           0.3693           14.10s
       214           0.3690           14.08s
       215           0.3687           14.06s
       216           0.3684           14.05s
       217           0.3681           14.04s
       218           0.3678           14.03s
       219           0.3675           14.02s
       220           0.3672           14.00s
       221           0.3669           13.99s
       222           0.3666           13.98s
       223           0.3663           13.98s
       224           0.3660           13.97s
       225           0.3657           13.96s
       226           0.3655           13.96s
       227           0.3652           13.96s
       228           0.3649           13.94s
       229           0.3646           13.92s
       230           0.3643           13.89s
       231           0.3640           13.88s
       232           0.3638           13.85s
       233           0.3635           13.84s
       234           0.3632           13.82s
       235           0.3630           13.80s
       236           0.3627           13.78s
       237           0.3624           13.76s
       238           0.3622           13.74s
       239           0.3619           13.72s
       240           0.3617           13.69s
       241           0.3615           13.68s
       242           0.3612           13.66s
       243           0.3609           13.65s
       244           0.3606           13.64s
       245           0.3603           13.61s
       246           0.3601           13.61s
       247           0.3598           13.60s
       248           0.3595           13.58s
       249           0.3593           13.56s
       250           0.3591           13.54s
       251           0.3588           13.52s
       252           0.3586           13.51s
       253           0.3583           13.49s
       254           0.3580           13.47s
       255           0.3578           13.45s
       256           0.3575           13.44s
       257           0.3573           13.40s
       258           0.3571           13.39s
       259           0.3568           13.36s
       260           0.3566           13.35s
       261           0.3563           13.35s
       262           0.3560           13.32s
       263           0.3558           13.31s
       264           0.3555           13.30s
       265           0.3552           13.28s
       266           0.3550           13.28s
       267           0.3548           13.27s
       268           0.3545           13.25s
       269           0.3543           13.25s
       270           0.3540           13.24s
       271           0.3537           13.23s
       272           0.3535           13.20s
       273           0.3533           13.18s
       274           0.3530           13.16s
       275           0.3528           13.14s
       276           0.3525           13.11s
       277           0.3523           13.10s
       278           0.3520           13.08s
       279           0.3518           13.06s
       280           0.3515           13.04s
       281           0.3513           13.02s
       282           0.3511           13.01s
       283           0.3508           12.99s
       284           0.3506           12.97s
       285           0.3504           12.95s
       286           0.3501           12.93s
       287           0.3499           12.92s
       288           0.3497           12.90s
       289           0.3495           12.88s
       290           0.3492           12.87s
       291           0.3490           12.85s
       292           0.3488           12.84s
       293           0.3485           12.83s
       294           0.3483           12.81s
       295           0.3480           12.80s
       296           0.3478           12.78s
       297           0.3476           12.75s
       298           0.3474           12.73s
       299           0.3471           12.72s
       300           0.3469           12.70s
       301           0.3466           12.69s
       302           0.3464           12.66s
       303           0.3462           12.65s
       304           0.3460           12.62s
       305           0.3458           12.61s
       306           0.3455           12.59s
       307           0.3453           12.57s
       308           0.3451           12.56s
       309           0.3449           12.53s
       310           0.3447           12.53s
       311           0.3445           12.51s
       312           0.3443           12.50s
       313           0.3441           12.48s
       314           0.3438           12.48s
       315           0.3436           12.46s
       316           0.3434           12.45s
       317           0.3432           12.44s
       318           0.3430           12.43s
       319           0.3428           12.42s
       320           0.3426           12.40s
       321           0.3424           12.39s
       322           0.3422           12.36s
       323           0.3420           12.35s
       324           0.3418           12.33s
       325           0.3416           12.31s
       326           0.3414           12.29s
       327           0.3412           12.27s
       328           0.3410           12.25s
       329           0.3407           12.24s
       330           0.3406           12.22s
       331           0.3404           12.20s
       332           0.3402           12.18s
       333           0.3399           12.17s
       334           0.3397           12.15s
       335           0.3395           12.13s
       336           0.3393           12.12s
       337           0.3391           12.10s
       338           0.3389           12.08s
       339           0.3387           12.06s
       340           0.3385           12.04s
       341           0.3383           12.02s
       342           0.3381           12.01s
       343           0.3379           11.99s
       344           0.3376           11.97s
       345           0.3374           11.95s
       346           0.3373           11.93s
       347           0.3371           11.91s
       348           0.3368           11.90s
       349           0.3366           11.88s
       350           0.3364           11.86s
       351           0.3362           11.84s
       352           0.3360           11.82s
       353           0.3359           11.80s
       354           0.3357           11.79s
       355           0.3355           11.77s
       356           0.3352           11.75s
       357           0.3350           11.73s
       358           0.3349           11.71s
       359           0.3347           11.70s
       360           0.3345           11.68s
       361           0.3343           11.67s
       362           0.3341           11.65s
       363           0.3339           11.63s
       364           0.3337           11.62s
       365           0.3335           11.61s
       366           0.3334           11.59s
       367           0.3332           11.57s
       368           0.3330           11.55s
       369           0.3328           11.54s
       370           0.3326           11.52s
       371           0.3325           11.50s
       372           0.3323           11.48s
       373           0.3321           11.46s
       374           0.3319           11.44s
       375           0.3317           11.42s
       376           0.3315           11.41s
       377           0.3313           11.40s
       378           0.3311           11.38s
       379           0.3310           11.36s
       380           0.3308           11.34s
       381           0.3306           11.32s
       382           0.3304           11.31s
       383           0.3302           11.29s
       384           0.3300           11.27s
       385           0.3299           11.26s
       386           0.3297           11.24s
       387           0.3295           11.22s
       388           0.3293           11.20s
       389           0.3292           11.19s
       390           0.3290           11.17s
       391           0.3289           11.15s
       392           0.3287           11.13s
       393           0.3285           11.12s
       394           0.3283           11.10s
       395           0.3281           11.08s
       396           0.3280           11.07s
       397           0.3278           11.05s
       398           0.3276           11.05s
       399           0.3275           11.03s
       400           0.3273           11.02s
       401           0.3270           11.00s
       402           0.3269           10.99s
       403           0.3267           10.97s
       404           0.3265           10.95s
       405           0.3264           10.93s
       406           0.3262           10.92s
       407           0.3260           10.90s
       408           0.3259           10.88s
       409           0.3257           10.86s
       410           0.3255           10.84s
       411           0.3254           10.82s
       412           0.3252           10.81s
       413           0.3250           10.79s
       414           0.3249           10.78s
       415           0.3247           10.76s
       416           0.3245           10.74s
       417           0.3244           10.73s
       418           0.3242           10.71s
       419           0.3241           10.70s
       420           0.3239           10.68s
       421           0.3237           10.66s
       422           0.3235           10.64s
       423           0.3234           10.63s
       424           0.3232           10.61s
       425           0.3230           10.59s
       426           0.3229           10.57s
       427           0.3227           10.55s
       428           0.3226           10.53s
       429           0.3224           10.52s
       430           0.3222           10.50s
       431           0.3221           10.49s
       432           0.3219           10.47s
       433           0.3217           10.45s
       434           0.3216           10.43s
       435           0.3214           10.42s
       436           0.3212           10.40s
       437           0.3211           10.39s
       438           0.3209           10.37s
       439           0.3207           10.35s
       440           0.3205           10.34s
       441           0.3203           10.32s
       442           0.3201           10.31s
       443           0.3200           10.29s
       444           0.3198           10.27s
       445           0.3197           10.26s
       446           0.3195           10.24s
       447           0.3193           10.22s
       448           0.3192           10.21s
       449           0.3190           10.19s
       450           0.3189           10.17s
       451           0.3187           10.15s
       452           0.3186           10.13s
       453           0.3184           10.11s
       454           0.3183           10.10s
       455           0.3180           10.08s
       456           0.3179           10.07s
       457           0.3177           10.05s
       458           0.3176           10.03s
       459           0.3174           10.02s
       460           0.3173           10.00s
       461           0.3172            9.99s
       462           0.3170            9.97s
       463           0.3168            9.96s
       464           0.3167            9.94s
       465           0.3165            9.92s
       466           0.3163            9.91s
       467           0.3162            9.89s
       468           0.3160            9.87s
       469           0.3159            9.85s
       470           0.3158            9.83s
       471           0.3156            9.81s
       472           0.3155            9.79s
       473           0.3153            9.78s
       474           0.3152            9.76s
       475           0.3150            9.75s
       476           0.3149            9.73s
       477           0.3147            9.71s
       478           0.3146            9.70s
       479           0.3144            9.68s
       480           0.3143            9.66s
       481           0.3142            9.64s
       482           0.3140            9.62s
       483           0.3139            9.60s
       484           0.3138            9.58s
       485           0.3136            9.56s
       486           0.3135            9.54s
       487           0.3133            9.53s
       488           0.3132            9.51s
       489           0.3130            9.49s
       490           0.3129            9.47s
       491           0.3127            9.45s
       492           0.3125            9.44s
       493           0.3124            9.42s
       494           0.3123            9.40s
       495           0.3121            9.38s
       496           0.3120            9.36s
       497           0.3118            9.35s
       498           0.3116            9.33s
       499           0.3115            9.31s
       500           0.3113            9.30s
       501           0.3112            9.28s
       502           0.3111            9.26s
       503           0.3109            9.25s
       504           0.3108            9.23s
       505           0.3106            9.21s
       506           0.3105            9.19s
       507           0.3104            9.18s
       508           0.3103            9.16s
       509           0.3101            9.14s
       510           0.3100            9.13s
       511           0.3099            9.11s
       512           0.3097            9.09s
       513           0.3096            9.07s
       514           0.3095            9.05s
       515           0.3093            9.04s
       516           0.3092            9.02s
       517           0.3090            9.00s
       518           0.3089            8.98s
       519           0.3088            8.96s
       520           0.3086            8.94s
       521           0.3085            8.93s
       522           0.3083            8.92s
       523           0.3081            8.90s
       524           0.3080            8.89s
       525           0.3079            8.87s
       526           0.3078            8.86s
       527           0.3076            8.84s
       528           0.3075            8.82s
       529           0.3074            8.80s
       530           0.3073            8.78s
       531           0.3072            8.76s
       532           0.3070            8.75s
       533           0.3069            8.73s
       534           0.3068            8.71s
       535           0.3066            8.70s
       536           0.3065            8.68s
       537           0.3064            8.66s
       538           0.3063            8.64s
       539           0.3061            8.62s
       540           0.3060            8.60s
       541           0.3059            8.58s
       542           0.3057            8.56s
       543           0.3056            8.55s
       544           0.3054            8.53s
       545           0.3053            8.51s
       546           0.3052            8.49s
       547           0.3051            8.47s
       548           0.3049            8.45s
       549           0.3048            8.43s
       550           0.3047            8.41s
       551           0.3046            8.39s
       552           0.3044            8.38s
       553           0.3043            8.36s
       554           0.3042            8.34s
       555           0.3041            8.32s
       556           0.3039            8.30s
       557           0.3038            8.28s
       558           0.3036            8.26s
       559           0.3035            8.24s
       560           0.3034            8.22s
       561           0.3033            8.20s
       562           0.3032            8.19s
       563           0.3030            8.16s
       564           0.3029            8.14s
       565           0.3028            8.13s
       566           0.3027            8.11s
       567           0.3025            8.09s
       568           0.3024            8.07s
       569           0.3023            8.06s
       570           0.3021            8.04s
       571           0.3020            8.03s
       572           0.3019            8.01s
       573           0.3018            8.00s
       574           0.3017            7.98s
       575           0.3016            7.96s
       576           0.3014            7.95s
       577           0.3013            7.93s
       578           0.3012            7.91s
       579           0.3011            7.90s
       580           0.3010            7.88s
       581           0.3009            7.86s
       582           0.3007            7.84s
       583           0.3006            7.83s
       584           0.3005            7.81s
       585           0.3004            7.79s
       586           0.3003            7.77s
       587           0.3002            7.75s
       588           0.3000            7.73s
       589           0.2999            7.71s
       590           0.2998            7.69s
       591           0.2997            7.68s
       592           0.2996            7.66s
       593           0.2995            7.64s
       594           0.2994            7.62s
       595           0.2993            7.60s
       596           0.2992            7.58s
       597           0.2991            7.56s
       598           0.2990            7.54s
       599           0.2989            7.52s
       600           0.2988            7.50s
       601           0.2987            7.48s
       602           0.2985            7.47s
       603           0.2984            7.45s
       604           0.2983            7.43s
       605           0.2982            7.41s
       606           0.2980            7.39s
       607           0.2979            7.37s
       608           0.2978            7.35s
       609           0.2977            7.33s
       610           0.2976            7.31s
       611           0.2974            7.30s
       612           0.2973            7.28s
       613           0.2972            7.26s
       614           0.2971            7.24s
       615           0.2970            7.22s
       616           0.2969            7.21s
       617           0.2968            7.19s
       618           0.2967            7.17s
       619           0.2965            7.15s
       620           0.2964            7.14s
       621           0.2963            7.12s
       622           0.2962            7.10s
       623           0.2961            7.08s
       624           0.2960            7.06s
       625           0.2959            7.04s
       626           0.2958            7.03s
       627           0.2957            7.01s
       628           0.2956            6.99s
       629           0.2955            6.97s
       630           0.2954            6.95s
       631           0.2953            6.94s
       632           0.2952            6.92s
       633           0.2950            6.90s
       634           0.2949            6.88s
       635           0.2948            6.86s
       636           0.2947            6.85s
       637           0.2946            6.83s
       638           0.2945            6.81s
       639           0.2944            6.79s
       640           0.2943            6.77s
       641           0.2942            6.75s
       642           0.2941            6.73s
       643           0.2940            6.71s
       644           0.2939            6.70s
       645           0.2938            6.68s
       646           0.2937            6.66s
       647           0.2936            6.64s
       648           0.2934            6.62s
       649           0.2933            6.60s
       650           0.2932            6.58s
       651           0.2931            6.57s
       652           0.2930            6.55s
       653           0.2929            6.53s
       654           0.2928            6.51s
       655           0.2927            6.49s
       656           0.2926            6.47s
       657           0.2925            6.45s
       658           0.2924            6.44s
       659           0.2923            6.42s
       660           0.2922            6.41s
       661           0.2921            6.39s
       662           0.2920            6.37s
       663           0.2919            6.36s
       664           0.2918            6.34s
       665           0.2917            6.32s
       666           0.2916            6.30s
       667           0.2915            6.29s
       668           0.2914            6.27s
       669           0.2913            6.25s
       670           0.2912            6.23s
       671           0.2911            6.21s
       672           0.2910            6.19s
       673           0.2909            6.17s
       674           0.2908            6.15s
       675           0.2907            6.13s
       676           0.2906            6.12s
       677           0.2905            6.10s
       678           0.2904            6.08s
       679           0.2903            6.06s
       680           0.2902            6.04s
       681           0.2901            6.02s
       682           0.2900            6.01s
       683           0.2899            5.99s
       684           0.2898            5.97s
       685           0.2897            5.95s
       686           0.2896            5.93s
       687           0.2895            5.91s
       688           0.2894            5.89s
       689           0.2893            5.87s
       690           0.2892            5.86s
       691           0.2890            5.84s
       692           0.2889            5.82s
       693           0.2888            5.80s
       694           0.2888            5.78s
       695           0.2887            5.76s
       696           0.2886            5.74s
       697           0.2885            5.72s
       698           0.2884            5.70s
       699           0.2883            5.68s
       700           0.2882            5.67s
       701           0.2880            5.65s
       702           0.2880            5.63s
       703           0.2879            5.61s
       704           0.2877            5.59s
       705           0.2876            5.57s
       706           0.2875            5.55s
       707           0.2874            5.53s
       708           0.2873            5.52s
       709           0.2872            5.50s
       710           0.2871            5.48s
       711           0.2870            5.46s
       712           0.2869            5.45s
       713           0.2868            5.43s
       714           0.2867            5.41s
       715           0.2867            5.40s
       716           0.2866            5.38s
       717           0.2865            5.36s
       718           0.2864            5.34s
       719           0.2863            5.32s
       720           0.2862            5.31s
       721           0.2861            5.29s
       722           0.2860            5.27s
       723           0.2859            5.25s
       724           0.2858            5.23s
       725           0.2857            5.21s
       726           0.2856            5.19s
       727           0.2855            5.17s
       728           0.2855            5.15s
       729           0.2854            5.14s
       730           0.2853            5.12s
       731           0.2852            5.10s
       732           0.2851            5.08s
       733           0.2850            5.06s
       734           0.2849            5.04s
       735           0.2848            5.02s
       736           0.2848            5.00s
       737           0.2847            4.98s
       738           0.2846            4.96s
       739           0.2845            4.94s
       740           0.2845            4.92s
       741           0.2844            4.90s
       742           0.2843            4.88s
       743           0.2842            4.87s
       744           0.2842            4.85s
       745           0.2841            4.83s
       746           0.2840            4.81s
       747           0.2839            4.79s
       748           0.2839            4.77s
       749           0.2838            4.75s
       750           0.2837            4.73s
       751           0.2836            4.72s
       752           0.2835            4.70s
       753           0.2834            4.68s
       754           0.2833            4.66s
       755           0.2832            4.64s
       756           0.2831            4.63s
       757           0.2830            4.61s
       758           0.2830            4.59s
       759           0.2829            4.57s
       760           0.2828            4.55s
       761           0.2827            4.53s
       762           0.2826            4.51s
       763           0.2825            4.49s
       764           0.2824            4.48s
       765           0.2823            4.46s
       766           0.2822            4.44s
       767           0.2821            4.42s
       768           0.2820            4.40s
       769           0.2820            4.38s
       770           0.2819            4.36s
       771           0.2818            4.35s
       772           0.2817            4.33s
       773           0.2816            4.31s
       774           0.2815            4.29s
       775           0.2814            4.27s
       776           0.2813            4.25s
       777           0.2813            4.23s
       778           0.2812            4.21s
       779           0.2811            4.19s
       780           0.2810            4.17s
       781           0.2809            4.16s
       782           0.2808            4.14s
       783           0.2807            4.12s
       784           0.2807            4.10s
       785           0.2806            4.08s
       786           0.2805            4.06s
       787           0.2805            4.04s
       788           0.2804            4.02s
       789           0.2803            4.00s
       790           0.2802            3.99s
       791           0.2801            3.97s
       792           0.2800            3.95s
       793           0.2800            3.93s
       794           0.2799            3.91s
       795           0.2798            3.89s
       796           0.2797            3.87s
       797           0.2796            3.85s
       798           0.2795            3.84s
       799           0.2795            3.82s
       800           0.2794            3.80s
       801           0.2793            3.78s
       802           0.2792            3.76s
       803           0.2791            3.74s
       804           0.2790            3.72s
       805           0.2789            3.70s
       806           0.2788            3.68s
       807           0.2787            3.67s
       808           0.2786            3.65s
       809           0.2785            3.63s
       810           0.2784            3.61s
       811           0.2783            3.59s
       812           0.2782            3.57s
       813           0.2781            3.55s
       814           0.2780            3.53s
       815           0.2779            3.52s
       816           0.2779            3.50s
       817           0.2778            3.48s
       818           0.2777            3.46s
       819           0.2776            3.44s
       820           0.2775            3.42s
       821           0.2775            3.40s
       822           0.2774            3.38s
       823           0.2773            3.36s
       824           0.2772            3.34s
       825           0.2771            3.33s
       826           0.2771            3.31s
       827           0.2770            3.29s
       828           0.2769            3.27s
       829           0.2768            3.25s
       830           0.2768            3.23s
       831           0.2767            3.21s
       832           0.2766            3.19s
       833           0.2765            3.17s
       834           0.2764            3.15s
       835           0.2764            3.13s
       836           0.2763            3.12s
       837           0.2762            3.10s
       838           0.2761            3.08s
       839           0.2761            3.06s
       840           0.2760            3.04s
       841           0.2759            3.02s
       842           0.2758            3.01s
       843           0.2757            2.99s
       844           0.2756            2.97s
       845           0.2755            2.95s
       846           0.2754            2.93s
       847           0.2754            2.91s
       848           0.2753            2.89s
       849           0.2752            2.87s
       850           0.2752            2.85s
       851           0.2751            2.83s
       852           0.2750            2.81s
       853           0.2749            2.79s
       854           0.2749            2.78s
       855           0.2748            2.76s
       856           0.2747            2.74s
       857           0.2746            2.72s
       858           0.2745            2.70s
       859           0.2745            2.68s
       860           0.2744            2.66s
       861           0.2744            2.64s
       862           0.2743            2.62s
       863           0.2742            2.60s
       864           0.2742            2.58s
       865           0.2741            2.56s
       866           0.2740            2.55s
       867           0.2740            2.53s
       868           0.2739            2.51s
       869           0.2738            2.49s
       870           0.2738            2.47s
       871           0.2737            2.45s
       872           0.2736            2.43s
       873           0.2736            2.41s
       874           0.2735            2.39s
       875           0.2734            2.37s
       876           0.2734            2.35s
       877           0.2733            2.33s
       878           0.2732            2.32s
       879           0.2731            2.30s
       880           0.2730            2.28s
       881           0.2729            2.26s
       882           0.2729            2.24s
       883           0.2728            2.22s
       884           0.2727            2.21s
       885           0.2727            2.19s
       886           0.2726            2.17s
       887           0.2725            2.15s
       888           0.2725            2.13s
       889           0.2724            2.11s
       890           0.2724            2.09s
       891           0.2723            2.07s
       892           0.2722            2.05s
       893           0.2721            2.04s
       894           0.2721            2.02s
       895           0.2720            2.00s
       896           0.2719            1.98s
       897           0.2718            1.96s
       898           0.2718            1.94s
       899           0.2717            1.92s
       900           0.2716            1.90s
       901           0.2715            1.89s
       902           0.2715            1.87s
       903           0.2714            1.85s
       904           0.2714            1.83s
       905           0.2713            1.81s
       906           0.2713            1.79s
       907           0.2712            1.77s
       908           0.2711            1.75s
       909           0.2710            1.73s
       910           0.2710            1.71s
       911           0.2709            1.69s
       912           0.2708            1.68s
       913           0.2708            1.66s
       914           0.2707            1.64s
       915           0.2706            1.62s
       916           0.2706            1.60s
       917           0.2705            1.58s
       918           0.2705            1.56s
       919           0.2704            1.54s
       920           0.2703            1.52s
       921           0.2703            1.50s
       922           0.2702            1.48s
       923           0.2702            1.46s
       924           0.2701            1.45s
       925           0.2700            1.43s
       926           0.2700            1.41s
       927           0.2699            1.39s
       928           0.2699            1.37s
       929           0.2698            1.35s
       930           0.2698            1.33s
       931           0.2697            1.31s
       932           0.2696            1.29s
       933           0.2695            1.28s
       934           0.2695            1.26s
       935           0.2694            1.24s
       936           0.2693            1.22s
       937           0.2692            1.20s
       938           0.2691            1.18s
       939           0.2691            1.16s
       940           0.2690            1.14s
       941           0.2689            1.12s
       942           0.2688            1.11s
       943           0.2688            1.09s
       944           0.2687            1.07s
       945           0.2687            1.05s
       946           0.2686            1.03s
       947           0.2685            1.01s
       948           0.2685            0.99s
       949           0.2684            0.97s
       950           0.2683            0.95s
       951           0.2682            0.93s
       952           0.2681            0.91s
       953           0.2681            0.89s
       954           0.2680            0.88s
       955           0.2680            0.86s
       956           0.2679            0.84s
       957           0.2678            0.82s
       958           0.2678            0.80s
       959           0.2677            0.78s
