Start: 2015-06-22_00-09-26 
  Size       AUC
1 2392 0.7835637
elapsed 
 16.953 
': False, 'model_file': '/Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_4_tr.csv.pkl', 'bootstrap_seed': None, 'test_data_file': '/Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_4_test.csv', 'train_filter': {}, 'test_metric': 'auc', 'test_pred_file': '/Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_4_test_pred.csv', 'model_type': 'GradientBoostingClassifier', 'load_model': False, 'test_data_file2': None, 'load_type': 'fit_more', 'test_pred_file2': None, 'skip_mapping': True, 'fit_args': {'loss': 'deviance', 'verbose': 50, 'learning_rate': 0.0035, 'n_estimators': 1000, 'subsample': 1, 'random_state': 788942, 'max_features': 8, 'max_depth': 7}, 'metric_type': 'auto', 'weight_col': None, 'train_data_file': '/Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_4_tr.csv', 'na_fill_value': -20000}
Loading /Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_4_tr.csv raw file
Saving /Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_4_tr.csv.bin.pkl cache file
Train has 7811 instances (was 7811 before filtering)
      Iter       Train Loss   Remaining Time 
       756           0.1705            3.95s
       757           0.1704            3.93s
       758           0.1704            3.92s
       759           0.1703            3.90s
       760           0.1702            3.88s
       761           0.1702            3.87s
       762           0.1701            3.85s
       763           0.1700            3.83s
       764           0.1700            3.82s
       765           0.1699            3.80s
       766           0.1698            3.78s
       767           0.1698            3.77s
       768           0.1697            3.75s
       769           0.1696            3.73s
       770           0.1695            3.72s
       771           0.1695            3.70s
       772           0.1694            3.68s
       773           0.1694            3.67s
       774           0.1693            3.65s
       775           0.1693            3.63s
       776           0.1692            3.62s
       777           0.1691            3.60s
       778           0.1690            3.59s
       779           0.1690            3.57s
       780           0.1689            3.55s
       781           0.1689            3.54s
       782           0.1688            3.52s
       783           0.1687            3.50s
       784           0.1687            3.49s
       785           0.1686            3.47s
       786           0.1686            3.45s
       787           0.1686            3.44s
       788           0.1685            3.42s
       789           0.1684            3.40s
       790           0.1684            3.39s
       791           0.1683            3.37s
       792           0.1682            3.36s
       793           0.1681            3.34s
       794           0.1681            3.32s
       795           0.1680            3.31s
       796           0.1680            3.29s
       797           0.1679            3.27s
       798           0.1679            3.26s
       799           0.1678            3.24s
       800           0.1677            3.23s
       801           0.1677            3.21s
       802           0.1676            3.19s
       803           0.1676            3.18s
       804           0.1675            3.16s
       805           0.1674            3.14s
       806           0.1674            3.13s
       807           0.1673            3.11s
       808           0.1672            3.09s
       809           0.1672            3.08s
       810           0.1671            3.06s
       811           0.1671            3.05s
       812           0.1670            3.03s
       813           0.1669            3.01s
       814           0.1669            3.00s
       815           0.1668            2.98s
       816           0.1668            2.96s
       817           0.1667            2.95s
       818           0.1667            2.93s
       819           0.1666            2.92s
       820           0.1666            2.90s
       821           0.1665            2.88s
       822           0.1665            2.87s
       823           0.1664            2.85s
       824           0.1663            2.83s
       825           0.1663            2.82s
       826           0.1662            2.80s
       827           0.1661            2.78s
       828           0.1661            2.77s
       829           0.1660            2.75s
       830           0.1659            2.73s
       831           0.1659            2.72s
       832           0.1658            2.70s
       833           0.1657            2.69s
       834           0.1657            2.67s
       835           0.1656            2.65s
       836           0.1656            2.64s
       837           0.1655            2.62s
       838           0.1654            2.61s
       839           0.1654            2.59s
       840           0.1653            2.57s
       841           0.1653            2.56s
       842           0.1652            2.54s
       843           0.1652            2.52s
       844           0.1651            2.51s
       845           0.1650            2.49s
       846           0.1650            2.48s
       847           0.1649            2.46s
       848           0.1649            2.44s
       849           0.1648            2.43s
       850           0.1648            2.41s
       851           0.1647            2.40s
       852           0.1646            2.38s
       853           0.1646            2.36s
       854           0.1645            2.35s
       855           0.1644            2.33s
       856           0.1644            2.31s
       857           0.1643            2.30s
       858           0.1643            2.28s
       859           0.1642            2.27s
       860           0.1641            2.25s
       861           0.1641            2.23s
       862           0.1640            2.22s
       863           0.1640            2.20s
       864           0.1639            2.19s
       865           0.1639            2.17s
       866           0.1638            2.15s
       867           0.1638            2.14s
       868           0.1637            2.12s
       869           0.1637            2.10s
       870           0.1636            2.09s
       871           0.1636            2.07s
       872           0.1635            2.06s
       873           0.1634            2.04s
       874           0.1634            2.02s
       875           0.1633            2.01s
       876           0.1632            1.99s
       877           0.1632            1.98s
       878           0.1631            1.96s
       879           0.1631            1.94s
       880           0.1630            1.93s
       881           0.1630            1.91s
       882           0.1629            1.89s
       883           0.1629            1.88s
       884           0.1628            1.86s
       885           0.1628            1.85s
       886           0.1628            1.83s
       887           0.1627            1.81s
       888           0.1626            1.80s
       889           0.1625            1.78s
       890           0.1625            1.76s
       891           0.1624            1.75s
       892           0.1623            1.73s
       893           0.1623            1.72s
       894           0.1623            1.70s
       895           0.1622            1.68s
       896           0.1622            1.67s
       897           0.1621            1.65s
       898           0.1621            1.63s
       899           0.1620            1.62s
       900           0.1620            1.60s
       901           0.1619            1.59s
       902           0.1619            1.57s
       903           0.1619            1.55s
       904           0.1618            1.54s
       905           0.1618            1.52s
       906           0.1617            1.50s
       907           0.1617            1.49s
       908           0.1616            1.47s
       909           0.1616            1.46s
       910           0.1615            1.44s
       911           0.1615            1.42s
       912           0.1614            1.41s
       913           0.1614            1.39s
       914           0.1613            1.37s
       915           0.1613            1.36s
       916           0.1612            1.34s
       917           0.1612            1.33s
       918           0.1611            1.31s
       919           0.1611            1.29s
       920           0.1611            1.28s
       921           0.1610            1.26s
       922           0.1610            1.25s
       923           0.1609            1.23s
       924           0.1609            1.21s
       925           0.1608            1.20s
       926           0.1608            1.18s
       927           0.1607            1.17s
       928           0.1607            1.15s
       929           0.1606            1.13s
       930           0.1606            1.12s
       931           0.1605            1.10s
       932           0.1605            1.09s
       933           0.1604            1.07s
       934           0.1604            1.05s
       935           0.1603            1.04s
       936           0.1603            1.02s
       937           0.1602            1.01s
       938           0.1602            0.99s
       939           0.1602            0.97s
       940           0.1601            0.96s
       941           0.1601            0.94s
       942           0.1600            0.93s
       943           0.1600            0.91s
       944           0.1600            0.89s
       945           0.1599            0.88s
       946           0.1598            0.86s
       947           0.1598            0.85s
       948           0.1597            0.83s
       949           0.1597            0.81s
       950           0.1596            0.80s
       951           0.1596            0.78s
       952           0.1595            0.77s
       953           0.1595            0.75s
       954           0.1595            0.73s
       955           0.1594            0.72s
       956           0.1593            0.70s
       957           0.1593            0.69s
       958           0.1593            0.67s
       959           0.1592            0.65s
       960           0.1592            0.64s
       961           0.1592            0.62s
       962           0.1591            0.61s
       963           0.1591            0.59s
       964           0.1591            0.57s
       965           0.1590            0.56s
       966           0.1590            0.54s
       967           0.1589            0.53s
       968           0.1589            0.51s
       969           0.1588            0.49s
       970           0.1588            0.48s
       971           0.1588            0.46s
       972           0.1587            0.45s
       973           0.1587            0.43s
       974           0.1586            0.41s
       975           0.1585            0.40s
       976           0.1585            0.38s
       977           0.1585            0.37s
       978           0.1584            0.35s
       979           0.1584            0.33s
       980           0.1583            0.32s
       981           0.1583            0.30s
       982           0.1582            0.29s
       983           0.1582            0.27s
       984           0.1581            0.25s
       985           0.1581            0.24s
       986           0.1581            0.22s
       987           0.1580            0.21s
       988           0.1580            0.19s
       989           0.1580            0.17s
       990           0.1579            0.16s
       991           0.1579            0.14s
       992           0.1578            0.13s
       993           0.1578            0.11s
       994           0.1578            0.10s
       995           0.1577            0.08s
       996           0.1577            0.06s
       997           0.1577            0.05s
       998           0.1576            0.03s
       999           0.1576            0.02s
      1000           0.1575            0.00s
Saving model /Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_4_tr.csv.pkl
Train time: 16 s
Predicting : /Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_4_test.csv to /Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_4_test_pred.csv
Loading /Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_4_test.csv raw file
Saving /Users/ef/Dropbox/westnile2015/final_code/west-niles-virus-r/../data/output-py/gbc_01/gbc_01_k_4_test.csv.bin.pkl cache file
Feature importances:
                Features  Importance
1              Longitude    0.123177
2                   Trap    0.116248
3            SpeciesTree    0.112011
4               Latitude    0.092393
5                  Block    0.071401
6       TrapCountPrevAge    0.056590
7   PrecipTotalSt2Smth02    0.053927
8              TrapCount    0.041508
9   PrecipTotalSt1Smth02    0.038045
10         TrapCountPrev    0.027850
11            SunriseSt1    0.026301
12       AddressAccuracy    0.024172
13             SunsetSt1    0.023531
14     DewPointSt1Smth02    0.018680
15     DewPointSt2Smth02    0.016664
16         HeatSt1Smth02    0.015978
17         TmaxSt2Smth02    0.015371
18       DepartSt1Smth02    0.015052
19    ResultDirSt1Smth02    0.014936
20    ResultDirSt2Smth02    0.014523
21         CoolSt1Smth02    0.014335
22         TmaxSt1Smth02    0.014060
23         TavgSt1Smth02    0.010728
24         TminSt2Smth02    0.010267
25         TavgSt2Smth02    0.010221
26         TminSt1Smth02    0.009342
27                 Month    0.006447
28                  Year    0.006246
29     SnowFallSt1Smth02    0.000000
Predict time: 0 s
Total time: 16 s
